YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,date,flight_depart_delayed,flight_arrive_delayed,Delay_Total,flight_total_delay,AIR_SYSTEM_DELAY_pct,SECURITY_DELAY_pct,AIRLINE_DELAY_pct,LATE_AIRCRAFT_DELAY_pct,WEATHER_DELAY_pct
2015,12,17,4,WN,2637,N380SW,BWI,MCI,2015,2015.0,0.0,16.0,2031.0,180.0,179.0,159.0,967,2210.0,4.0,2215,2214.0,-1.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-17,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,9,3,DL,1609,N372NW,MSP,DEN,1425,1421.0,-4.0,12.0,1433.0,130.0,118.0,98.0,680,1511.0,8.0,1535,1519.0,-16.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-09,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,30,1,UA,994,N589UA,SFO,EWR,1000,1046.0,46.0,23.0,1109.0,322.0,325.0,286.0,2565,1855.0,16.0,1822,1911.0,49.0,0,0,,3.0,0.0,34.0,12.0,0.0,2015-11-30,1,1,49.0,1,6.12,0.0,69.39,24.49,0.0
2015,12,6,7,WN,391,N759GS,BWI,BDL,2050,2049.0,-1.0,9.0,2058.0,75.0,59.0,47.0,283,2145.0,3.0,2205,2148.0,-17.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-06,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,11,5,OO,4517,N806SK,PHX,LAX,1727,1736.0,9.0,23.0,1759.0,98.0,100.0,69.0,370,1808.0,8.0,1805,1816.0,11.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-11,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,20,7,AA,1748,N202UW,PHL,MCO,1355,1353.0,-2.0,20.0,1413.0,155.0,140.0,111.0,861,1604.0,9.0,1630,1613.0,-17.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-20,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,29,7,DL,2170,N3764D,SLC,LAX,941,940.0,-1.0,16.0,956.0,124.0,137.0,89.0,590,1025.0,32.0,1045,1057.0,12.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-29,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,30,3,UA,1071,N61887,EWR,BQN,2049,2102.0,13.0,21.0,2123.0,225.0,226.0,200.0,1585,143.0,5.0,134,148.0,14.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-30,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,10,4,DL,2652,N950AT,TPA,JFK,1959,1958.0,-1.0,12.0,2010.0,167.0,157.0,130.0,1005,2220.0,15.0,2246,2235.0,-11.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-10,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,21,1,AA,2031,N654AW,BOS,PHX,1855,1902.0,7.0,22.0,1924.0,367.0,369.0,341.0,2300,2305.0,6.0,2302,2311.0,9.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-21,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,31,4,MQ,3259,N504MQ,ORD,DTW,1713,1713.0,0.0,17.0,1730.0,82.0,66.0,43.0,235,1913.0,6.0,1935,1919.0,-16.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-31,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,28,6,AA,563,N174US,PHX,SAN,2115,2109.0,-6.0,16.0,2125.0,75.0,71.0,52.0,304,2117.0,3.0,2130,2120.0,-10.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-28,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,28,1,WN,1218,N8628A,HOU,SAN,1255,1311.0,16.0,12.0,1323.0,205.0,201.0,185.0,1313,1428.0,4.0,1420,1432.0,12.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-28,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,17,4,WN,1382,N250WN,MCI,HOU,710,709.0,-1.0,6.0,715.0,130.0,122.0,113.0,666,908.0,3.0,920,911.0,-9.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-17,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,21,6,WN,3713,N268WN,BWI,ABQ,1415,1457.0,42.0,6.0,1503.0,275.0,262.0,251.0,1670,1714.0,5.0,1650,1719.0,29.0,0,0,,0.0,0.0,12.0,17.0,0.0,2015-11-21,1,1,29.0,1,0.0,0.0,41.38,58.62,0.0
2015,11,28,6,OO,4611,N447SW,SBN,MSP,1602,1554.0,-8.0,9.0,1603.0,101.0,95.0,80.0,411,1623.0,6.0,1643,1629.0,-14.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-28,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,20,7,WN,3045,N285WN,OAK,SLC,2145,2149.0,4.0,23.0,2212.0,95.0,108.0,79.0,588,31.0,6.0,20,37.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0,2015-12-20,0,1,17.0,1,100.0,0.0,0.0,0.0,0.0
2015,12,24,4,NK,118,N603NK,MCI,LAS,2035,2025.0,-10.0,8.0,2033.0,179.0,195.0,182.0,1139,2135.0,5.0,2134,2140.0,6.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-24,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,5,6,B6,1318,N274JB,JFK,BOS,1245,1243.0,-2.0,17.0,1300.0,64.0,60.0,37.0,187,1337.0,6.0,1349,1343.0,-6.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-05,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,25,3,OO,5428,N945SW,HYS,DEN,1030,1020.0,-10.0,9.0,1029.0,76.0,70.0,55.0,298,1024.0,6.0,1046,1030.0,-16.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-25,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,31,4,EV,5006,N848AS,ATL,DHN,1340,1403.0,23.0,19.0,1422.0,57.0,60.0,38.0,170,1400.0,3.0,1337,1403.0,26.0,0,0,,3.0,0.0,0.0,23.0,0.0,2015-12-31,1,1,26.0,1,11.54,0.0,0.0,88.46,0.0
2015,12,6,7,DL,2230,N3772H,JNU,SEA,724,706.0,-18.0,25.0,731.0,140.0,148.0,117.0,909,1028.0,6.0,1044,1034.0,-10.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-06,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,29,2,WN,1259,N489WN,DEN,PHX,2225,2240.0,15.0,9.0,2249.0,115.0,107.0,88.0,602,17.0,10.0,20,27.0,7.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-29,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,22,7,B6,548,N294JB,TPA,HPN,1739,1754.0,15.0,12.0,1806.0,162.0,145.0,124.0,1032,2010.0,9.0,2021,2019.0,-2.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-22,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,24,2,WN,482,N798SW,MDW,STL,2025,2030.0,5.0,9.0,2039.0,75.0,63.0,48.0,251,2127.0,6.0,2140,2133.0,-7.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-24,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,20,5,OO,6369,N930EV,TUS,SFO,840,843.0,3.0,12.0,855.0,141.0,133.0,118.0,751,953.0,3.0,1001,956.0,-5.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-20,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,28,1,F9,566,N925FR,DEN,RDU,2359,152.0,113.0,21.0,213.0,185.0,185.0,159.0,1436,652.0,5.0,504,657.0,113.0,0,0,,0.0,0.0,113.0,0.0,0.0,2015-12-28,1,1,113.0,1,0.0,0.0,100.0,0.0,0.0
2015,11,28,6,OO,6227,N980SW,FAT,DEN,1542,1532.0,-10.0,11.0,1543.0,143.0,120.0,104.0,844,1827.0,5.0,1905,1832.0,-33.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-28,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,25,5,EV,4707,N12135,IAH,HRL,1453,1453.0,0.0,17.0,1510.0,77.0,68.0,48.0,295,1558.0,3.0,1610,1601.0,-9.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-25,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,23,3,EV,4479,N13202,IAH,SDF,1254,1250.0,-4.0,14.0,1304.0,133.0,124.0,100.0,788,1544.0,10.0,1607,1554.0,-13.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-23,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,27,7,WN,988,N729SW,BNA,TPA,1245,1318.0,33.0,8.0,1326.0,100.0,96.0,83.0,612,1549.0,5.0,1525,1554.0,29.0,0,0,,0.0,0.0,12.0,17.0,0.0,2015-12-27,1,1,29.0,1,0.0,0.0,41.38,58.62,0.0
2015,12,28,1,F9,334,N216FR,DEN,MSP,600,606.0,6.0,27.0,633.0,135.0,127.0,89.0,680,902.0,11.0,915,913.0,-2.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-28,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,6,7,WN,1356,N424WN,DEN,SEA,1800,1756.0,-4.0,12.0,1808.0,180.0,179.0,163.0,1024,1951.0,4.0,2000,1955.0,-5.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-06,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,20,5,DL,1275,N965DN,DCA,MSP,1645,1646.0,1.0,11.0,1657.0,169.0,161.0,144.0,931,1821.0,6.0,1834,1827.0,-7.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-20,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,15,2,AA,1565,N486AA,MFE,DFW,858,854.0,-4.0,8.0,902.0,100.0,96.0,69.0,469,1011.0,19.0,1038,1030.0,-8.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-15,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,3,4,WN,895,N439WN,FLL,BNA,635,624.0,-11.0,13.0,637.0,140.0,123.0,105.0,793,722.0,5.0,755,727.0,-28.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-03,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,11,5,WN,2848,N217JC,SJC,PHX,855,855.0,0.0,12.0,907.0,105.0,105.0,83.0,621,1130.0,10.0,1140,1140.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-11,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,14,1,B6,959,N649JB,BDL,FLL,832,837.0,5.0,21.0,858.0,192.0,212.0,161.0,1173,1139.0,30.0,1144,1209.0,25.0,0,0,,20.0,0.0,5.0,0.0,0.0,2015-12-14,0,1,25.0,1,80.0,0.0,20.0,0.0,0.0
2015,12,25,5,MQ,3210,N532MQ,MAF,DFW,1753,1747.0,-6.0,12.0,1759.0,82.0,81.0,54.0,309,1853.0,15.0,1915,1908.0,-7.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-25,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,7,1,B6,1198,N593JB,MCO,LGA,1620,1633.0,13.0,16.0,1649.0,155.0,137.0,116.0,950,1845.0,5.0,1855,1850.0,-5.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-07,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,20,5,WN,3015,N484WN,SLC,DEN,1800,1812.0,12.0,10.0,1822.0,85.0,79.0,60.0,391,1922.0,9.0,1925,1931.0,6.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-20,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,3,4,EV,5992,N14143,EWR,OMA,701,704.0,3.0,28.0,732.0,198.0,205.0,171.0,1134,923.0,6.0,919,929.0,10.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-03,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,13,7,DL,2803,N911DA,MSP,CMH,1348,1344.0,-4.0,11.0,1355.0,111.0,103.0,86.0,626,1621.0,6.0,1639,1627.0,-12.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-13,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,8,2,WN,2908,N205WN,PHX,SAN,910,908.0,-2.0,10.0,918.0,70.0,62.0,49.0,304,907.0,3.0,920,910.0,-10.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-08,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,29,2,AA,1789,N111US,FLL,PHL,750,751.0,1.0,24.0,815.0,158.0,181.0,141.0,992,1036.0,16.0,1028,1052.0,24.0,0,0,,23.0,0.0,1.0,0.0,0.0,2015-12-29,0,1,24.0,1,95.83,0.0,4.17,0.0,0.0
2015,11,21,6,AS,817,N508AS,SAN,OGG,1530,1554.0,24.0,10.0,1604.0,370.0,340.0,327.0,2541,1931.0,3.0,1940,1934.0,-6.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-21,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,24,4,AA,2332,N8AMAA,DFW,ORD,745,743.0,-2.0,14.0,757.0,139.0,115.0,91.0,802,928.0,10.0,1004,938.0,-26.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-24,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,9,3,WN,1300,N8654B,STL,HOU,1650,1649.0,-1.0,6.0,1655.0,130.0,107.0,94.0,687,1829.0,7.0,1900,1836.0,-24.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-09,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,2,3,WN,2799,N8646B,LAS,ONT,1945,1942.0,-3.0,10.0,1952.0,55.0,50.0,35.0,197,2027.0,5.0,2040,2032.0,-8.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-02,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,18,5,DL,1785,N349NB,ATL,ALB,1937,1939.0,2.0,23.0,2002.0,139.0,135.0,109.0,853,2151.0,3.0,2156,2154.0,-2.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-18,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,30,1,MQ,3217,N532MQ,EWR,ORD,1010,1002.0,-8.0,12.0,1014.0,170.0,160.0,123.0,719,1117.0,25.0,1200,1142.0,-18.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-30,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,29,2,WN,399,N7704B,BUR,PHX,1105,1106.0,1.0,8.0,1114.0,75.0,77.0,63.0,369,1317.0,6.0,1320,1323.0,3.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-29,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,12,6,AA,1162,N3JWAA,LGA,DFW,1130,1125.0,-5.0,11.0,1136.0,253.0,216.0,199.0,1389,1355.0,6.0,1443,1401.0,-42.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-12,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,29,2,MQ,3083,N516MQ,STL,ORD,1358,1410.0,12.0,14.0,1424.0,85.0,72.0,47.0,258,1511.0,11.0,1523,1522.0,-1.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-29,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,24,4,AA,2457,N4XVAA,TPA,DFW,1427,1422.0,-5.0,9.0,1431.0,173.0,151.0,133.0,929,1544.0,9.0,1620,1553.0,-27.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-24,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,14,1,B6,111,N374JB,BOS,ORD,715,704.0,-11.0,21.0,725.0,173.0,174.0,138.0,867,843.0,15.0,908,858.0,-10.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-14,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,22,7,EV,5121,N843AS,ILM,ATL,700,651.0,-9.0,16.0,707.0,87.0,86.0,64.0,377,811.0,6.0,827,817.0,-10.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-22,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,3,4,EV,4904,N979EV,CSG,ATL,600,553.0,-7.0,12.0,605.0,50.0,41.0,25.0,83,630.0,4.0,650,634.0,-16.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-03,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,28,6,AS,659,N317AS,PHX,PDX,1415,1445.0,30.0,19.0,1504.0,165.0,155.0,133.0,1009,1617.0,3.0,1600,1620.0,20.0,0,0,,0.0,0.0,20.0,0.0,0.0,2015-11-28,1,1,20.0,1,0.0,0.0,100.0,0.0,0.0
2015,12,26,6,WN,6437,N947WN,LAS,SJC,1140,1205.0,25.0,14.0,1219.0,90.0,83.0,64.0,386,1323.0,5.0,1310,1328.0,18.0,0,0,,0.0,0.0,18.0,0.0,0.0,2015-12-26,1,1,18.0,1,0.0,0.0,100.0,0.0,0.0
2015,11,24,2,OO,5617,N961SW,DEN,TUL,1000,958.0,-2.0,23.0,1021.0,98.0,100.0,73.0,541,1234.0,4.0,1238,1238.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-24,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,12,6,AA,1941,N833AW,ILM,CLT,725,721.0,-4.0,33.0,754.0,70.0,77.0,40.0,185,834.0,4.0,835,838.0,3.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-12,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,2,3,NK,510,N506NK,OAK,LAX,2155,2153.0,-2.0,8.0,2201.0,76.0,68.0,52.0,337,2253.0,8.0,2311,2301.0,-10.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-02,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
